"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA."
1,"Randy Johnson\johnsra05","ARI",134,20,"84%",9.1,17,9,0.654,2.48,35,35,0,12,2,0,271.2,207,86,75,30,70,3,364,9,2,4,1079,1.02,184
2,"Mike Hampton\hamptmi01","HOU",110,11,"69%",6.7,22,4,0.846,2.9,34,34,0,3,2,0,239,206,86,77,12,101,2,177,5,0,9,979,1.285,155
3,"Kevin Millwood\millwke01","ATL",36,1,"23%",6.2,18,7,0.72,2.68,33,33,0,2,0,0,228,168,80,68,24,59,2,205,4,0,5,906,0.996,167
4,"Jose Lima\limajo01","HOU",3,0,"2%",4.5,21,10,0.677,3.58,35,35,0,3,0,0,246.1,256,108,98,30,44,2,187,2,0,8,1024,1.218,125
4,"Billy Wagner\wagnebi02","HOU",3,0,"2%",3.8,4,1,0.8,1.57,66,0,55,0,0,39,74.2,35,14,13,5,23,1,124,1,0,2,286,0.777,287
6,"Kevin Brown\brownke01","LAD",1,0,"1%",6.2,18,9,0.667,3,35,35,0,5,1,0,252.1,210,99,84,19,59,1,221,7,1,4,1018,1.066,143
6,"Trevor Hoffman\hoffmtr01","SDP",1,0,"1%",1.6,2,3,0.4,2.14,64,0,54,0,0,40,67.1,48,23,16,5,15,2,73,0,0,4,263,0.936,198
