"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA."
1,"Vida Blue\bluevi01","OAK",98,14,"82%",9,24,8,0.75,1.82,39,39,0,24,8,0,312,209,73,63,19,88,3,301,4,1,10,1207,0.952,183
2,"Mickey Lolich\lolicmi01","DET",85,9,"71%",8.5,25,14,0.641,2.92,45,45,0,29,4,0,376,336,133,122,36,92,2,308,7,0,7,1538,1.138,124
3,"Wilbur Wood\woodwi01","CHW",23,1,"19%",11.8,22,13,0.629,1.91,44,42,2,22,7,1,334,272,95,71,21,62,2,210,7,0,6,1316,1,189
4,"Dave McNally\mcnalda01","BAL",8,0,"7%",3.1,21,5,0.808,2.89,30,30,0,11,1,0,224.1,188,75,72,24,58,2,91,5,0,5,899,1.097,117
5,"Dick Drago\dragodi01","KCR",1,0,"1%",4.1,17,11,0.607,2.98,35,34,0,15,4,0,241.1,251,84,80,14,46,1,109,9,0,4,977,1.231,114
5,"Andy Messersmith\messean01","CAL",1,0,"1%",2.7,20,13,0.606,2.99,38,38,0,14,4,0,276.2,224,112,92,16,121,6,179,7,0,9,1170,1.247,108
