"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA."
1,"Pat Hentgen\hentgpa01","TOR",110,16,"79%",8.6,20,10,0.667,3.22,35,35,0,10,3,0,265.2,238,105,95,20,94,3,177,5,0,8,1100,1.25,156
2,"Andy Pettitte\pettian01","NYY",104,11,"74%",5.6,21,8,0.724,3.87,35,34,1,2,0,0,221,229,105,95,23,72,2,162,3,1,6,929,1.362,129
3,"Mariano Rivera\riverma01","NYY",18,1,"13%",5,8,3,0.727,2.09,61,0,14,0,0,5,107.2,73,25,25,1,34,3,130,2,0,1,425,0.994,240
4,"Charles Nagy\nagych01","CLE",12,0,"9%",6.6,17,5,0.773,3.41,32,32,0,5,0,0,222,217,89,84,21,61,2,167,3,0,7,921,1.252,143
5,"Mike Mussina\mussimi01","BAL",5,0,"4%",3.7,19,11,0.633,4.81,36,36,0,4,1,0,243.1,264,137,130,31,69,0,204,3,0,3,1039,1.368,103
6,"Alex Fernandez\fernaal01","CHW",1,0,"1%",6.4,16,10,0.615,3.45,35,35,0,6,1,0,258,248,110,99,34,72,4,200,7,0,5,1071,1.24,138
6,"Roberto Hernandez\hernaro01","CHW",1,0,"1%",4.1,6,5,0.545,1.91,72,0,61,0,0,38,84.2,65,21,18,2,38,5,85,0,0,6,355,1.217,249
6,"Ken Hill\hillke01","TEX",1,0,"1%",6.6,16,10,0.615,3.63,35,35,0,7,3,0,250.2,250,110,101,19,95,3,170,6,4,5,1061,1.376,145
