"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA."
1,"Greg Maddux\maddugr01","ATL",119,22,"85%",5.8,20,10,0.667,2.36,36,36,0,8,1,0,267,228,85,70,14,52,7,197,6,1,5,1064,1.049,170
2,"Bill Swift\swiftbi02","SFG",61,2,"44%",4.5,21,8,0.724,2.82,34,34,0,1,1,0,232.2,195,82,73,18,55,5,157,6,0,4,928,1.074,138
3,"Tom Glavine\glavito02","ATL",49,4,"35%",3.3,22,6,0.786,3.2,36,36,0,4,2,0,239.1,236,91,85,16,90,7,120,2,0,4,1014,1.362,126
4,"John Burkett\burkejo03","SFG",9,0,"6%",2.6,22,7,0.759,3.65,34,34,0,2,1,0,231.2,224,100,94,18,40,4,145,11,2,1,942,1.14,107
5,"Jose Rijo\rijojo01","CIN",8,0,"6%",9.2,14,9,0.609,2.48,36,36,0,2,1,0,257.1,218,76,71,19,62,2,227,2,1,0,1029,1.088,162
6,"Tommy Greene\greento01","PHI",2,0,"1%",3.6,16,4,0.8,3.42,31,30,0,7,2,0,200,175,84,76,12,62,3,167,3,0,15,834,1.185,116
6,"Mark Portugal\portuma01","HOU",2,0,"1%",3.8,18,4,0.818,2.77,33,33,0,1,1,0,208,194,75,64,10,77,3,131,4,2,9,876,1.303,139
8,"Bryan Harvey\harvebr01","FLA",1,0,"1%",4,1,5,0.167,1.7,59,0,54,0,0,45,69,45,14,13,4,13,2,73,0,1,0,264,0.841,252
8,"Randy Myers\myersra01","CHC",1,0,"1%",1.3,2,4,0.333,3.11,73,0,69,0,0,53,75.1,65,26,26,7,26,2,86,1,0,3,313,1.208,127
