"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA."
1,"Steve Carlton\carltst01","PHI",104,17,"87%",5.9,23,10,0.697,2.64,36,36,0,17,2,0,283,229,99,83,25,89,5,198,4,7,3,1135,1.124,153
2,"Tommy John\johnto01","LAD",54,3,"45%",4.4,20,7,0.741,2.78,31,31,0,11,3,0,220.1,225,82,68,12,50,3,123,3,0,6,906,1.248,138
3,"Rick Reuschel\reuscri01","CHC",18,1,"15%",9.4,20,10,0.667,2.79,39,37,2,8,4,1,252,233,84,78,13,74,11,166,5,1,9,1030,1.218,158
3,"Tom Seaver\seaveto01","TOT",18,2,"15%",7.9,21,6,0.778,2.58,33,33,0,19,7,0,261.1,199,78,75,19,66,6,196,0,1,7,1031,1.014,149
5,"John Candelaria\candejo01","PIT",17,1,"14%",7.4,20,5,0.8,2.34,33,33,0,6,1,0,230.2,197,64,60,29,50,2,133,2,2,1,917,1.071,169
6,"Bruce Sutter\suttebr01","CHC",5,0,"4%",6.6,7,3,0.7,1.34,62,0,48,0,0,31,107.1,69,21,16,5,23,7,129,1,0,7,411,0.857,328
