"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA."
1,"Jack McDowell\mcdowja01","CHW",124,21,"89%",4.4,22,10,0.688,3.37,34,34,0,10,4,0,256.2,261,104,96,20,69,6,158,3,1,8,1067,1.286,125
2,"Randy Johnson\johnsra05","SEA",75,6,"54%",6.6,19,8,0.704,3.24,35,34,1,10,3,1,255.1,185,97,92,22,99,1,308,16,2,8,1043,1.112,135
3,"Kevin Appier\appieke01","KCR",30,1,"21%",9.3,18,8,0.692,2.56,34,34,0,5,1,0,238.2,183,74,68,8,81,3,186,1,0,5,953,1.106,179
4,"Jimmy Key\keyji01","NYY",14,0,"10%",6.3,18,6,0.75,3,34,34,0,4,2,0,236.2,219,84,79,26,43,1,173,1,0,3,948,1.107,139
5,"Duane Ward\warddu01","TOR",5,0,"4%",3,2,3,0.4,2.13,71,0,70,0,0,45,71.2,49,17,17,4,25,2,97,1,0,7,282,1.033,204
6,"Pat Hentgen\hentgpa01","TOR",3,0,"2%",3.4,19,9,0.679,3.87,34,32,0,3,0,0,216.1,215,103,93,27,74,0,122,7,1,11,926,1.336,112
7,"Juan Guzman\guzmaju01","TOR",1,0,"1%",3.4,14,3,0.824,3.99,33,33,0,2,1,0,221,211,107,98,17,110,2,194,3,1,26,963,1.452,109
