"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA."
1,"Steve Bedrosian\bedrost01","PHI",57,9,"48%",2.3,5,3,0.625,2.83,65,0,56,0,0,40,89,79,31,28,11,28,5,74,1,1,3,366,1.202,151
2,"Rick Sutcliffe\sutclri01","CHC",55,4,"46%",6.1,18,10,0.643,3.68,34,34,0,6,1,0,237.1,223,106,97,24,106,14,174,4,4,9,1012,1.386,116
3,"Rick Reuschel\reuscri01","TOT",54,8,"45%",3.9,13,9,0.591,3.09,34,33,0,12,4,0,227,207,91,78,13,42,3,107,8,0,7,920,1.097,131
4,"Orel Hershiser\hershor01","LAD",14,2,"12%",6.4,16,16,0.5,3.06,37,35,2,10,1,1,264.2,247,105,90,17,74,5,190,9,2,11,1093,1.213,131
5,"Dwight Gooden\goodedw01","NYM",12,1,"10%",3.7,15,7,0.682,3.21,25,25,0,7,3,0,179.2,162,68,64,11,53,2,148,2,1,1,730,1.197,119
5,"Nolan Ryan\ryanno01","HOU",12,0,"10%",5.4,8,16,0.333,2.76,34,34,0,0,0,0,211.2,154,75,65,14,87,2,270,4,2,10,873,1.139,142
7,"Mike Scott\scottmi03","HOU",9,0,"8%",5.9,16,13,0.552,3.23,36,36,0,8,3,0,247.2,199,94,89,21,79,6,233,4,2,10,1010,1.122,121
8,"Bob Welch\welchbo01","LAD",3,0,"3%",7.1,15,9,0.625,3.22,35,35,0,6,4,0,251.2,204,94,90,21,86,6,196,4,4,4,1027,1.152,125
