"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA."
1,"Corey Kluber\klubeco01","CLE",204,28,"97%",8.2,18,4,0.818,2.25,29,29,0,5,3,0,203.2,141,56,51,21,36,2,265,5,0,4,777,0.869,202
2,"Chris Sale\salech01","BOS",126,2,"60%",6,17,8,0.68,2.9,32,32,0,1,0,0,214.1,165,73,69,24,43,0,308,8,0,3,851,0.97,157
3,"Luis Severino\severlu01","NYY",73,0,"35%",5.3,14,6,0.7,2.98,31,31,0,0,0,0,193.1,150,73,64,21,51,0,230,6,0,6,783,1.04,152
4,"Carlos Carrasco\carraca01","CLE",43,0,"20%",5.5,18,6,0.75,3.29,32,32,0,1,0,0,200,173,73,73,21,46,2,226,10,0,10,798,1.095,139
5,"Justin Verlander\verlaju01","TOT",32,0,"15%",6.5,15,8,0.652,3.36,33,33,0,0,0,0,206,170,80,77,27,72,4,219,4,0,5,849,1.175,131
6,"Craig Kimbrel\kimbrcr01","BOS",27,0,"13%",3.6,5,0,1,1.43,67,0,51,0,0,35,69,33,11,11,6,14,0,126,4,0,5,254,0.681,319
7,"Ervin Santana\santaer01","MIN",3,0,"1%",4.6,16,8,0.667,3.28,33,33,0,5,3,0,211.1,177,85,77,31,61,2,167,8,1,12,864,1.126,135
8,"Marcus Stroman\stromma01","TOR",2,0,"1%",5.7,13,9,0.591,3.09,33,33,0,2,0,0,201,201,82,69,21,62,1,164,6,1,3,834,1.308,145
