"","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA.","Year"
"1","Max Scherzer\scherma01","DET",203,28,"97%",6.4,21,3,0.875,2.9,32,32,0,0,0,0,214.1,152,73,69,18,56,0,240,4,1,6,836,0.97,144,"2013"
"2","Yu Darvish\darviyu01","TEX",93,0,"44%",5.6,13,9,0.591,2.83,32,32,0,0,0,0,209.2,145,68,66,26,80,1,277,8,1,7,841,1.073,145,"2013"
"3","Hisashi Iwakuma\iwakuhi01","SEA",73,0,"35%",7.2,14,6,0.7,2.66,33,33,0,0,0,0,219.2,179,69,65,25,42,4,185,2,0,10,866,1.006,138,"2013"
"4","Anibal Sanchez\sanchan01","DET",46,1,"22%",6,14,8,0.636,2.57,29,29,0,1,1,0,182,156,56,52,9,54,1,202,2,0,7,746,1.154,162,"2013"
"5","Chris Sale\salech01","CHW",44,1,"21%",6.5,11,14,0.44,3.07,30,30,0,4,1,0,214.1,184,81,73,23,46,2,226,14,1,8,866,1.073,137,"2013"
"6","Bartolo Colon\colonba01","OAK",25,0,"12%",5.7,18,6,0.75,2.65,30,30,0,3,3,0,190.1,193,60,56,14,29,0,117,0,0,1,769,1.166,147,"2013"
"7","Koji Uehara\ueharko01","BOS",10,0,"5%",3.6,4,1,0.8,1.09,73,0,40,0,0,21,74.1,33,10,9,5,9,2,101,1,0,1,265,0.565,379,"2013"
"8","Felix Hernandez\hernafe02","SEA",6,0,"3%",5.3,12,10,0.545,3.04,31,31,0,0,0,0,204.1,185,74,69,15,46,1,216,3,0,13,823,1.131,121,"2013"
"9","Greg Holland\hollagr01","KCR",4,0,"2%",3.1,2,1,0.667,1.21,68,0,61,0,0,47,67,40,11,9,3,18,1,103,0,0,2,255,0.866,342,"2013"
"10","Matt Moore\moorema02","TBR",4,0,"2%",2.6,17,4,0.81,3.29,27,27,0,1,1,0,150.1,119,58,55,14,76,1,143,4,1,17,642,1.297,117,"2013"
"11","James Shields\shielja02","KCR",2,0,"1%",4.3,13,9,0.591,3.15,34,34,0,2,0,0,228.2,215,82,80,20,68,0,196,8,2,11,946,1.238,131,"2013"
"12","Clayton Kershaw\kershcl01","LAD",207,29,"99%",8,16,9,0.64,1.83,33,33,0,3,2,0,236,164,55,48,11,52,2,232,3,2,12,908,0.915,194,"2013"
"13","Adam Wainwright\wainwad01","STL",86,1,"41%",6.2,19,9,0.679,2.94,34,34,0,5,2,0,241.2,223,83,79,15,35,2,219,6,0,5,956,1.068,127,"2013"
"14","Jose Fernandez\fernajo02","MIA",62,0,"30%",6.3,12,6,0.667,2.19,28,28,0,0,0,0,172.2,111,47,42,10,58,5,187,5,1,3,681,0.979,176,"2013"
"15","Matt Harvey\harvema01","NYM",39,0,"19%",5.4,9,5,0.643,2.27,26,26,0,1,1,0,178.1,135,46,45,7,31,1,191,4,0,2,690,0.931,157,"2013"
"16","Craig Kimbrel\kimbrcr01","ATL",39,0,"19%",3.1,4,3,0.571,1.21,68,0,60,0,0,50,67,39,10,9,4,20,2,98,3,0,3,258,0.881,311,"2013"
"17","Cliff Lee\leecl02","PHI",32,0,"15%",6.8,14,8,0.636,2.87,31,31,0,2,1,0,222.2,193,77,71,22,32,0,222,4,0,1,876,1.01,131,"2013"
"18","Jordan Zimmermann\zimmejo02","WSN",21,0,"10%",3.8,19,9,0.679,3.25,32,32,0,4,2,0,213.1,192,81,77,19,40,0,161,7,0,3,865,1.088,116,"2013"
"19","Zack Greinke\greinza01","LAD",19,0,"9%",4.2,15,4,0.789,2.63,28,28,0,1,1,0,177.2,152,54,52,13,46,1,148,7,0,5,717,1.114,135,"2013"
"20","Madison Bumgarner\bumgama01","SFG",3,0,"1%",4,13,9,0.591,2.77,31,31,0,0,0,0,201.1,146,68,62,15,62,6,199,6,0,6,803,1.033,124,"2013"
"21","Francisco Liriano\liriafr01","PIT",3,0,"1%",3.2,16,8,0.667,3.02,26,26,0,2,0,0,161,134,54,54,9,63,0,163,0,2,7,666,1.224,118,"2013"
