"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA.","WRank","SORank","ERARank","WARRank","ERAPlusRank"
6,"Greg Minton\mintogr01","SFG",4,0,"3%",5.4,10,4,0.714,1.83,78,0,66,0,0,30,123,108,29,25,5,42,17,58,2,0,7,496,1.22,196,7,9,1,5,1
7,"Gene Garber\garbege01","ATL",1,0,"1%",2.7,8,10,0.444,2.34,69,0,56,0,0,30,119.1,100,40,31,4,32,16,68,2,0,1,480,1.106,161,9,7,2,8,2
2,"Steve Rogers\rogerst01","MON",29,1,"24%",7.7,19,8,0.704,2.4,35,35,0,14,4,0,277,245,84,74,12,65,7,179,6,0,3,1122,1.119,152,2,4,3,1,3
7,"Joaquin Andujar\andujjo01","STL",1,0,"1%",5.8,15,10,0.6,2.47,38,37,1,9,5,0,265.2,237,85,73,11,50,7,137,7,2,3,1056,1.08,148,5,6,4,3,4
9,"Mario Soto\sotoma01","CIN",0,0,"0%",7.5,14,13,0.519,2.79,35,34,1,13,2,0,257.2,202,88,80,19,71,3,274,4,1,6,1033,1.06,132,6,2,5,2,5
3,"Bruce Sutter\suttebr01","STL",25,2,"21%",1,9,8,0.529,2.9,70,0,58,0,0,36,102.1,88,38,33,8,34,13,61,3,0,5,424,1.192,126,8,8,7,9,6
3,"Fernando Valenzuela\valenfe01","LAD",25,1,"21%",5,19,13,0.594,2.87,37,37,0,18,4,0,285,247,105,91,13,83,12,199,2,0,4,1156,1.158,122,3,3,6,6,7
1,"Steve Carlton\carltst01","PHI",112,20,"93%",5.5,23,11,0.676,3.1,38,38,0,19,6,0,295.2,253,114,102,17,86,5,286,1,9,9,1193,1.147,119,1,1,8,4,8
5,"Phil Niekro\niekrph01","ATL",18,0,"15%",3.1,17,4,0.81,3.61,35,35,0,4,2,0,234.1,225,106,94,23,73,1,144,3,1,4,969,1.272,104,4,5,9,7,9
