"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA.","WRank","SORank","ERARank","WARRank","ERAPlusRank"
3,"Rich Gossage\gossari01","NYY",37,2,"26%",3.5,6,2,0.75,2.27,64,0,58,0,0,33,99,74,29,25,5,37,3,103,1,0,4,401,1.121,173,7,5,1,6,1
2,"Mike Norris\norrimi01","OAK",91,13,"65%",5.9,22,9,0.71,2.53,33,33,0,24,1,0,284.1,215,88,80,18,83,2,180,6,4,9,1135,1.048,149,2,1,2,2,2
6,"Larry Gura\gurala01","KCR",1,0,"1%",6,18,10,0.643,2.95,36,36,0,16,4,0,283.1,272,107,93,20,76,6,113,5,0,2,1175,1.228,136,5,4,3,1,3
5,"Dan Quisenberry\quiseda01","KCR",7,0,"5%",2.4,12,7,0.632,3.09,75,0,68,0,0,33,128.1,129,47,44,5,27,15,37,1,0,1,528,1.216,130,6,7,4,7,4
1,"Steve Stone\stonest01","BAL",100,13,"71%",4,25,7,0.781,3.23,37,37,0,9,1,0,250.2,224,103,90,22,101,3,149,6,0,7,1048,1.297,123,1,2,5,5,5
6,"Scott McGregor\mcgresc01","BAL",1,0,"1%",4.5,20,8,0.714,3.32,36,36,0,12,4,0,252,254,101,93,16,58,3,119,2,2,3,1037,1.238,119,4,3,6,3,6
4,"Tommy John\johnto01","NYY",14,0,"10%",4.2,22,9,0.71,3.43,36,36,0,16,6,0,265.1,270,115,101,13,56,1,78,6,0,5,1089,1.229,115,3,6,7,4,7
