"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA.","WRank","SORank","ERARank","WARRank","ERAPlusRank"
5,"Craig Kimbrel\kimbrcr01","ATL",41,1,"18%",3.2,3,1,0.75,1.01,63,0,56,0,0,42,62.2,27,7,7,3,14,0,116,2,0,5,231,0.654,399,9,9,1,9,1
8,"Aroldis Chapman\chapmar01","CIN",1,0,"0%",3.4,5,5,0.5,1.51,68,0,52,0,0,38,71.2,35,13,12,4,23,0,122,4,0,4,276,0.809,274,8,8,2,8,2
2,"Clayton Kershaw\kershcl01","LAD",96,2,"43%",6.4,14,9,0.609,2.53,33,33,0,2,2,0,227.2,170,70,64,16,63,5,229,5,2,6,901,1.023,150,7,2,3,1,3
4,"Johnny Cueto\cuetojo01","CIN",75,1,"33%",5.2,19,9,0.679,2.78,33,33,0,2,0,0,217,205,73,67,15,49,5,170,12,3,1,888,1.171,148,3,6,5,3,4
1,"R.A. Dickey\dicker.01","NYM",209,27,"93%",5.7,20,6,0.769,2.73,34,33,1,5,3,0,233.2,192,78,71,24,54,2,230,9,1,4,927,1.053,139,2,1,4,2,5
3,"Gio Gonzalez\gonzagi01","WSN",93,1,"42%",5,21,8,0.724,2.89,32,32,0,2,1,0,199.1,149,69,64,9,76,3,207,5,1,10,822,1.129,138,1,4,8,4,6
7,"Kyle Lohse\lohseky01","STL",6,0,"3%",4,16,3,0.842,2.86,33,33,0,0,0,0,211,192,74,67,19,38,1,143,4,0,1,864,1.09,133,6,7,7,6,7
8,"Cole Hamels\hamelco01","PHI",1,0,"0%",4.5,17,6,0.739,3.05,31,31,0,2,2,0,215.1,190,80,73,24,52,3,216,3,2,3,867,1.124,132,4,3,9,5,8
6,"Matt Cain\cainma01","SFG",22,0,"10%",3.8,16,5,0.762,2.79,32,32,0,2,2,0,219.1,177,73,68,21,51,1,193,9,0,8,876,1.04,126,5,5,6,7,9
