"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA.","WRank","SORank","ERARank","WARRank","ERAPlusRank"
3,"Bruce Sutter\suttebr01","STL",33,0,"28%",4.5,5,7,0.417,1.54,71,0,63,0,0,45,122.2,109,26,21,9,23,4,77,1,0,2,477,1.076,227,6,6,1,2,1
1,"Rick Sutcliffe\sutclri01","CHC",120,24,"100%",3.9,16,1,0.941,2.69,20,20,0,7,3,0,150.1,123,53,45,9,39,0,155,1,2,3,602,1.078,144,4,3,3,4,2
2,"Dwight Gooden\goodedw01","NYM",45,0,"38%",5.5,17,9,0.654,2.6,31,31,0,7,3,0,218,161,72,63,7,73,2,276,2,7,3,879,1.073,137,3,1,2,1,3
5,"Rich Gossage\gossari01","SDP",3,0,"3%",1.7,10,6,0.625,2.9,62,0,51,0,0,25,102.1,75,34,33,6,36,4,84,1,2,2,412,1.085,124,5,5,4,6,4
6,"Mario Soto\sotoma01","CIN",2,0,"2%",4.5,18,7,0.72,3.53,33,33,0,13,0,0,237.1,181,102,93,26,87,6,185,5,0,3,971,1.129,107,2,2,6,3,5
4,"Joaquin Andujar\andujjo01","STL",12,0,"10%",3.4,20,14,0.588,3.34,36,36,0,12,4,0,261.1,218,104,97,20,70,13,147,7,4,6,1052,1.102,105,1,4,5,5,6
