"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA.","WRank","SORank","ERARank","WARRank","ERAPlusRank"
1,"Dennis Eckersley\eckerde01","OAK",107,19,"76%",2.9,7,1,0.875,1.91,69,0,65,0,0,51,80,62,17,17,5,11,6,93,1,0,0,309,0.913,195,7,7,1,6,1
3,"Roger Clemens\clemero02","BOS",48,4,"34%",8.8,18,11,0.621,2.41,32,32,0,11,5,0,246.2,203,80,66,11,62,5,208,9,0,3,989,1.074,174,4,1,2,1,2
4,"Mike Mussina\mussimi01","BAL",26,2,"19%",8.2,18,5,0.783,2.54,32,32,0,8,4,0,241,212,70,68,16,48,2,130,2,0,6,957,1.079,157,5,6,3,2,3
7,"Charles Nagy\nagych01","CLE",1,0,"1%",6,17,10,0.63,2.96,33,33,0,10,3,0,252,245,91,83,11,57,1,169,2,0,7,1018,1.198,132,6,4,4,3,4
2,"Jack McDowell\mcdowja01","CHW",51,2,"36%",5.3,20,10,0.667,3.18,34,34,0,13,1,0,260.2,247,95,92,21,75,9,178,7,0,6,1079,1.235,122,3,2,5,4,5
6,"Kevin Brown\brownke01","TEX",9,0,"6%",4.8,21,11,0.656,3.32,35,35,0,11,1,0,265.2,262,117,98,11,76,2,173,10,2,8,1108,1.272,116,2,3,6,5,6
5,"Jack Morris\morrija02","TOR",10,1,"7%",2.8,21,6,0.778,4.04,34,34,0,6,1,0,240.2,222,114,108,18,80,2,132,10,2,9,1005,1.255,101,1,5,7,7,7
