
Rank,Name,Tm,Vote Pts,1st Place,Share,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,ERA+
1,Denny McLain\mclaide01,DET,20.0,20.0,100%,7.4,31,6,.838,1.96,41,41,0,28,6,0,336.0,241,86,73,31,63,2,280,6,0,3,1288,0.905,154
1,Bob Gibson\gibsobo01,STL,20.0,20.0,100%,11.2,22,9,.710,1.12,34,34,0,28,13,0,304.2,198,49,38,11,62,6,268,7,0,4,1161,0.853,258

