"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA.","WRank","SORank","ERARank","WARRank","ERAPlusRank"
4,"Joe Nathan\nathajo01","MIN",1,0,"1%",3.9,1,2,0.333,1.62,73,0,63,0,0,44,72.1,48,14,13,3,23,3,89,2,0,5,284,0.982,294,6,5,1,5,1
4,"Francisco Rodriguez\rodrifr03","ANA",1,0,"1%",3.3,4,1,0.8,1.82,69,0,29,0,0,12,84,51,21,17,2,33,1,123,1,0,5,335,1,245,5,4,2,6,2
3,"Mariano Rivera\riverma01","NYY",27,0,"19%",4.2,4,2,0.667,1.94,74,0,69,0,0,53,78.2,65,17,17,3,20,3,66,5,0,0,316,1.081,232,4,6,3,4,3
1,"Johan Santana\santajo02","MIN",140,28,"100%",8.7,20,6,0.769,2.61,34,34,0,1,1,0,228,156,70,66,24,54,0,265,9,0,7,881,0.921,182,2,1,4,1,4
2,"Curt Schilling\schilcu01","BOS",82,0,"59%",7.8,21,6,0.778,3.26,32,32,0,3,0,0,226.2,206,84,82,23,35,0,203,5,0,3,910,1.063,148,1,3,5,2,5
4,"Pedro Martinez\martipe02","BOS",1,0,"1%",5.5,16,9,0.64,3.9,33,33,0,1,1,0,217,193,99,94,26,61,0,227,16,0,2,903,1.171,124,3,2,6,3,6
