"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA.","WRank","SORank","ERARank","WARRank","ERAPlusRank"
1,"Sparky Lyle\lylesp01","NYY",56,9,"40%",3.7,13,5,0.722,2.17,72,0,60,0,0,26,137,131,41,33,7,33,6,68,2,0,10,554,1.197,183,8,9,1,9,1
9,"Frank Tanana\tananfr01","CAL",3,0,"2%",8.3,15,9,0.625,2.54,31,31,0,20,7,0,241.1,201,72,68,19,61,2,205,12,1,8,973,1.086,154,7,3,2,1,2
5,"Bill Campbell\campbbi02","BOS",25,1,"18%",4.8,13,9,0.591,2.96,69,0,60,0,0,31,140,112,48,46,13,60,10,114,5,1,3,583,1.229,153,9,7,6,8,3
3,"Nolan Ryan\ryanno01","CAL",46,6,"33%",7.9,19,16,0.543,2.77,37,37,0,22,4,0,299,198,110,92,12,204,7,341,9,3,21,1272,1.344,141,4,1,3,2,4
7,"Ron Guidry\guidrro01","NYY",5,0,"4%",4.8,16,7,0.696,2.82,31,25,4,9,5,1,210.2,174,72,66,12,65,2,176,0,0,6,850,1.134,140,5,6,4,7,5
8,"Dave Rozema\rozemda01","DET",4,0,"3%",5.7,15,7,0.682,3.09,28,28,0,16,1,0,218.1,222,87,75,25,34,4,92,7,2,2,890,1.173,139,6,8,8,4,6
4,"Dennis Leonard\leonade01","KCR",45,5,"32%",5.6,20,12,0.625,3.04,38,37,1,21,5,1,292.2,246,117,99,18,79,0,244,8,2,14,1186,1.11,134,2,2,7,5,7
2,"Jim Palmer\palmeji01","BAL",48,6,"34%",7.4,20,11,0.645,2.91,39,39,0,22,3,0,319,263,106,103,24,99,1,193,3,0,7,1269,1.135,131,1,4,5,3,8
6,"Dave Goltz\goltzda01","MIN",19,1,"14%",5.6,20,11,0.645,3.36,39,39,0,19,2,0,303,284,129,113,23,91,4,186,2,1,9,1253,1.238,119,3,5,9,6,9
