"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA.","WRank","SORank","ERARank","WARRank","ERAPlusRank"
1,"Dwight Gooden\goodedw01","NYM",120,24,"100%",12.2,24,4,0.857,1.53,35,35,0,16,8,0,276.2,198,51,47,13,69,4,268,2,2,6,1065,0.965,229,1,1,1,1,1
2,"John Tudor\tudorjo01","STL",65,0,"54%",8.1,21,8,0.724,1.93,36,36,0,14,10,0,275,209,68,59,14,49,4,169,5,0,4,1062,0.938,185,2,3,2,2,2
3,"Orel Hershiser\hershor01","LAD",17,0,"14%",5.9,19,3,0.864,2.03,36,34,1,9,5,0,239.2,179,72,54,8,68,5,157,6,0,5,953,1.031,171,5,4,3,3,3
5,"Fernando Valenzuela\valenfe01","LAD",4,0,"3%",5.5,17,10,0.63,2.45,35,35,0,14,5,0,272.1,211,92,74,14,101,5,208,1,1,10,1109,1.146,141,6,2,4,4,4
7,"Jeff Reardon\reardje01","MON",1,0,"1%",1.1,2,8,0.2,3.18,63,0,50,0,0,41,87.2,68,31,31,7,26,4,67,1,0,2,356,1.072,108,7,7,5,7,5
6,"Tom Browning\brownto05","CIN",3,0,"3%",3.6,20,9,0.69,3.55,38,38,0,6,4,0,261.1,242,111,103,29,73,8,155,3,0,2,1083,1.205,106,4,5,7,5,6
4,"Joaquin Andujar\andujjo01","STL",6,0,"5%",2.2,21,12,0.636,3.4,38,38,0,10,2,0,269.2,265,113,102,15,82,12,112,11,0,2,1127,1.287,105,3,6,6,6,7
