"Rank","Name","Tm","Vote.Pts","X1st.Place","Share","WAR","W","L","W.L.","ERA","G","GS","GF","CG","SHO","SV","IP","H","R","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","WHIP","ERA.","WRank","SORank","ERARank","WARRank","ERAPlusRank"
8,"Takashi Saito\saitota01","LAD",1,0,"1%",3.2,6,2,0.75,2.07,72,0,48,0,0,24,78.1,48,19,18,3,23,3,107,2,0,2,303,0.906,218,6,6,1,6,1
6,"Billy Wagner\wagnebi02","NYM",4,0,"3%",2.2,3,2,0.6,2.24,70,0,59,0,0,40,72.1,59,22,18,7,21,1,94,4,0,2,297,1.106,196,7,7,3,7,2
2,"Trevor Hoffman\hoffmtr01","SDP",77,12,"48%",2.1,0,2,0,2.14,65,0,50,0,0,46,63,48,16,15,6,13,1,50,1,0,2,248,0.968,190,8,8,2,8,3
1,"Brandon Webb\webbbr01","ARI",103,15,"64%",7,16,8,0.667,3.1,33,33,0,5,3,0,235,216,91,81,15,50,4,178,6,2,5,950,1.132,152,1,4,6,1,4
4,"Roy Oswalt\oswalro01","HOU",31,3,"19%",5.9,15,8,0.652,2.98,33,32,1,2,0,0,220.2,220,76,73,18,38,4,166,6,1,1,896,1.169,150,5,5,4,2,5
3,"Chris Carpenter\carpech01","STL",63,2,"39%",5.1,15,8,0.652,3.09,32,32,0,5,3,0,221.2,194,81,76,21,43,3,184,10,0,3,896,1.069,144,4,3,5,5,6
5,"Carlos Zambrano\zambrca01","CHC",6,0,"4%",5.3,16,7,0.696,3.41,33,33,0,0,0,0,214,162,91,81,20,115,4,210,9,1,9,917,1.294,136,2,2,7,4,7
7,"John Smoltz\smoltjo01","ATL",3,0,"2%",5.9,16,9,0.64,3.49,35,35,0,3,1,0,232,221,93,90,23,55,4,211,9,0,5,960,1.19,128,3,1,8,3,8
